date,likeCount,retweetCount,replyCount,source
2024-05-06 11:16:32+00:00,@TMobileHelp Nothing humbles you like trying to load Google Maps and getting dial-up flashbacks. #T-Mobile,26989,1460,288,Twitter Web App
2024-06-02 09:49:08+00:00,"@TMobileBusiness Big 'paid less, got more' energy from TMobile and I love that for me. #TMobile",43003,2388,282,Twitter for Android
2024-10-04 14:04:25+00:00,"@TMobileBusiness TMobile in my city is unbeatable right now, others gotta catch up.",35386,1745,12,Twitter for iPhone
2023-05-15 04:56:55+00:00,Switched my family plan and everyone noticed the difference instantly. #TMobile,50373,2145,35,Twitter Web App
2018-04-14 18:56:25+00:00,No news is good news with phone service. #T-Mobile,30451,1185,163,Twitter for iPhone
2015-04-07 20:18:42+00:00,@TMobileBusiness Nothing humbles you like trying to load Google Maps and getting dial-up flashbacks. #T-Mobile,42510,522,151,Twitter for Android
2017-01-26 20:33:56+00:00,"@TMobile TMobile store employee walked me through everything, elite customer care. #TMobile",40104,2343,149,Twitter for iPhone
2019-07-06 20:08:05+00:00,Phone service functioning as intended today. #T-Mobile,48106,1797,72,Twitter for Android
2021-01-03 07:45:13+00:00,@TMobileBusiness Service so good I thought I was on WiFi 😭 #T-Mobile,16755,88,296,Twitter Web App
2021-01-29 23:27:05+00:00,@TMobile The buffering circle is my sleep paralysis demon.,27076,2218,162,Twitter for Android
2022-11-13 00:47:08+00:00,@TMobileBusiness At this point carrier pigeons send data faster.,40976,2247,153,Twitter for Android
2025-03-17 14:34:33+00:00,"@TMobileBusiness Had doubts before switching, now I'm wondering why I waited so long. #T-Mobile",41160,1260,141,Twitter for Android
2018-02-09 08:21:12+00:00,@TMobileBusiness My bill went down and my speeds went up… what kind of magic is this? #TMobile,36199,1239,248,Twitter Web App
2015-05-29 19:01:18+00:00,@TMobileBusiness T-Mobile understood the assignment and did the extra credit. #TMobile,42480,1721,239,Twitter for iPhone
2024-05-09 16:52:02+00:00,I have full bars but nothing loads… make it make sense T-Mobile.,9773,5,201,Twitter for Android
2016-04-20 14:41:38+00:00,@TMobileBusiness The real test was live streaming on the highway. T-Mobile passed with flying colors.,10514,1112,281,Twitter for iPhone
2022-08-03 03:56:40+00:00,@TMobile T-Mobile fixing problems I didn’t even know I had. #T-Mobile,1906,2027,232,Twitter for Android
2019-10-07 11:46:48+00:00,@TMobileBusiness Outages more common than my sleep schedule. #TMobile,50815,1975,132,Twitter Web App
2024-11-08 17:38:16+00:00,@TMobile Finally a carrier that actually improves instead of getting worse over time 🙌 #T-Mobile,91,784,86,Twitter for iPhone
2015-10-07 09:34:41+00:00,"@TMobile My network speed is in creative mode, not survival mode. #T-Mobile",17461,118,64,Twitter Web App
2015-05-14 00:08:22+00:00,@TMobileHelp The lack of coverage is personal now. #T-Mobile,11205,2150,258,Twitter for iPhone
2019-05-28 13:21:25+00:00,@TMobileHelp Switched my family plan and everyone noticed the difference instantly.,33034,1770,256,Twitter for Android
2017-08-18 06:46:37+00:00,Why is TMobile faster in the woods than my home WiFi 😭 #T-Mobile,50778,1013,113,Twitter Web App
2024-12-03 00:53:01+00:00,Went on a road trip through 3 states and never lost reception once. Impressive. #T-Mobile,38393,283,244,Twitter for iPhone
2023-06-30 13:25:51+00:00,@TMobile My connection speed is basically Morse code. #T-Mobile,21572,432,73,Twitter Web App
2022-08-27 09:13:29+00:00,Phone service functioning as intended today.,32021,1425,232,Twitter for Android
2025-02-21 18:42:09+00:00,@TMobileHelp The real test was live streaming on the highway. TMobile passed with flying colors. #T-Mobile,31626,7,210,Twitter for iPhone
2023-12-05 04:13:11+00:00,@TMobile Average carrier experience so far. #T-Mobile,27253,1529,217,Twitter Web App
2024-05-27 22:16:39+00:00,"No complaints, no praise, just vibes. #TMobile",29460,147,167,Twitter for iPhone
2023-04-28 07:16:01+00:00,"Bill paid automatically, love that for me. #TMobile",35022,1977,52,Twitter for Android
2019-03-21 21:00:42+00:00,TMobile really testing my emotional resilience.,52361,1754,276,Twitter Web App
2016-12-17 23:35:54+00:00,"@TMobile TMobile reminder text received, mentally noted. #T-Mobile",9596,1268,93,Twitter for Android
2025-01-06 22:57:54+00:00,@TMobileHelp From signal dead zones to 5G everywhere… the glow up is real.,47881,2059,91,Twitter for iPhone
2023-06-18 11:56:05+00:00,@TMobileBusiness Finally watching YouTube without 4 buffering pauses per minute. #T-Mobile,36506,270,227,Twitter Web App
2020-10-23 06:44:49+00:00,@TMobile TMobile support answered faster than my friends do.,35781,1860,182,Twitter for Android
2016-05-16 01:41:38+00:00,@TMobileBusiness TMobile support answered faster than my friends do. #T-Mobile,1459,1311,195,Twitter for iPhone
2022-08-20 22:25:13+00:00,"Switch was seamless, pricing fair, service elite. Big win. #T-Mobile",43208,112,169,Twitter Web App
2025-05-26 13:39:00+00:00,Buffering a 10 second video shouldn’t take 2 minutes 😐 #TMobile,52485,1655,194,Twitter for Android
2024-01-03 11:40:24+00:00,"Might switch plans, still deciding. #T-Mobile",14401,930,320,Twitter for iPhone
2017-08-26 12:29:05+00:00,@TMobile Switched my family plan and everyone noticed the difference instantly. #T-Mobile,45682,539,146,Twitter for iPhone
2025-10-07 16:50:50+00:00,"@TMobileHelp I don’t need 5G Ultra, I need 5G that works. #TMobile",49770,1381,193,Twitter Web App
2018-01-21 06:36:25+00:00,@TMobileBusiness TMobile loading slower than movie theater nachos. #TMobile,36001,934,104,Twitter Web App
2021-09-10 06:48:41+00:00,@TMobileBusiness Support transfer #6 and I still have no answers. #T-Mobile,14281,1085,283,Twitter for iPhone
2021-08-27 10:07:50+00:00,@TMobile My data loading faster than my brain at this point. #TMobile,45741,215,153,Twitter for iPhone
2019-12-28 04:39:53+00:00,@TMobileHelp Switching to TMobile might be my smartest adult decision so far.,21892,224,143,Twitter for iPhone
2018-08-13 10:08:08+00:00,@TMobileBusiness T-Mobile or WiFi calling today? Undecided.,39888,973,290,Twitter for Android
2017-05-27 02:23:57+00:00,@TMobile Switched to TMobile and haven’t regretted it one bit. #TMobile,36236,1059,149,Twitter for Android
2017-02-22 07:23:05+00:00,@TMobileHelp Another month of phone service achieved. #T-Mobile,38494,2327,49,Twitter for iPhone
2015-06-12 04:55:38+00:00,@TMobileBusiness TMobile fixing problems I didn’t even know I had.,31842,1346,152,Twitter for Android
2018-05-23 16:46:00+00:00,"Got a TMobile notification, reading it later. #TMobile",36223,980,184,Twitter for Android
2023-05-25 03:22:04+00:00,"@TMobileHelp Big 'paid less, got more' energy from TMobile and I love that for me. #T-Mobile",14476,50,254,Twitter for Android
2015-08-23 20:02:28+00:00,"@TMobile No complaints, no praise, just vibes. #TMobile",34946,1654,251,Twitter for iPhone
2016-03-17 05:01:47+00:00,"@TMobileHelp I fear I'm becoming a T-Mobile evangelist because wow, this is GOOD good. #TMobile",24879,2175,257,Twitter for iPhone
2025-04-11 20:37:36+00:00,@TMobile Coverage said ‘not today bestie.’ #T-Mobile,24466,1595,3,Twitter Web App
2021-10-18 23:15:04+00:00,@TMobile Buffering a 10 second video shouldn’t take 2 minutes 😐 #T-Mobile,40696,2166,126,Twitter for iPhone
2019-12-01 01:54:18+00:00,TMobile went from 5G to 'why me?' real quick. #TMobile,17294,1523,182,Twitter for Android
2021-04-14 06:20:20+00:00,Packet loss is my new cardio. #TMobile,15,971,145,Twitter for Android
2025-08-25 16:51:47+00:00,"@TMobileBusiness TMobile came in clutch, best carrier experience I’ve ever had. #TMobile",24342,498,271,Twitter for iPhone
2025-09-01 17:58:04+00:00,@TMobileBusiness Network so unstable it's giving dramatic plot twists.,26049,1538,260,Twitter for iPhone
2021-10-06 05:25:24+00:00,Wondering if roaming is still free internationally.,24453,473,74,Twitter for Android
2021-11-18 12:09:36+00:00,"@TMobileBusiness Big 'paid less, got more' energy from T-Mobile and I love that for me. #T-Mobile",21958,1477,131,Twitter for Android
2020-01-24 05:47:10+00:00,@TMobileBusiness T-Mobile support answered faster than my friends do.,19579,258,90,Twitter for Android
2018-09-07 05:03:28+00:00,@TMobileHelp No major updates from TMobile today. #TMobile,54078,591,243,Twitter for Android
2023-07-19 03:42:44+00:00,5G so strong it should pay rent on my phone.,198,441,295,Twitter for iPhone
2022-01-21 05:29:39+00:00,Can we talk about how fast T-Mobile improved? Night and day difference.,27033,1538,78,Twitter for iPhone
2025-06-15 19:39:47+00:00,"@TMobileHelp Phone bill paid, life continues.",54613,2158,248,Twitter for Android
2023-10-06 10:34:02+00:00,@TMobileBusiness Switched my family plan and everyone noticed the difference instantly. #T-Mobile,35073,615,317,Twitter for Android
2015-04-08 17:05:44+00:00,I used to ration data… now I stream in 4K on cellular like a menace. #TMobile,20341,1101,216,Twitter Web App
2022-01-14 14:59:57+00:00,@TMobileBusiness Hotspot carried my entire work day with zero issues. Zero.,4394,65,36,Twitter for iPhone
2017-12-04 23:00:51+00:00,Another autopay survived. #T-Mobile,42273,826,278,Twitter for Android
2015-01-03 12:24:54+00:00,No news is good news with phone service.,47696,559,72,Twitter Web App
2018-09-16 19:33:26+00:00,"@TMobileBusiness TMobile bill just hit, looks normal. #T-Mobile",12100,1258,70,Twitter for iPhone
2018-06-04 21:12:18+00:00,@TMobileHelp Customer support being kind AND helpful? We love to see it. #T-Mobile,457,1193,155,Twitter for iPhone
2019-10-16 22:59:39+00:00,@TMobile From signal dead zones to 5G everywhere… the glow up is real.,24131,1302,77,Twitter Web App
2016-05-25 23:24:21+00:00,@TMobileHelp Download speeds just hit 700mbps... TMobile cooking fr. #T-Mobile,36698,804,233,Twitter Web App
2023-11-09 17:14:24+00:00,Speed test more disappointing than my screen time reports. #T-Mobile,51115,2098,210,Twitter Web App
2018-10-05 19:57:10+00:00,@TMobileHelp One day I’ll have stable internet. Today is not that day.,53973,423,240,Twitter for iPhone
2015-02-23 20:37:59+00:00,Waiting for a reason to upgrade honestly.,47649,1120,308,Twitter for Android
2024-04-17 18:10:26+00:00,Service is service. Carry on. #T-Mobile,53241,2369,174,Twitter Web App
2018-06-13 23:47:59+00:00,@TMobile I used to ration data… now I stream in 4K on cellular like a menace.,19995,1888,211,Twitter for Android
2017-03-16 16:43:09+00:00,@TMobileHelp My bill went down and my speeds went up… what kind of magic is this? #TMobile,49167,1801,2,Twitter for iPhone
2017-03-24 23:05:02+00:00,@TMobileBusiness Customer service hold music is the only reliable thing about my network. #TMobile,13998,1058,199,Twitter for Android
2019-08-21 22:33:20+00:00,"Might switch plans, still deciding. #TMobile",40008,1305,236,Twitter for Android
2016-11-12 16:52:55+00:00,"@TMobileHelp T-Mobile bill just hit, looks normal.",13493,1571,125,Twitter Web App
2025-02-08 19:39:36+00:00,"I livestreamed an entire concert on T-Mobile data, not a single lag spike. #T-Mobile",19241,623,89,Twitter Web App
2022-10-01 16:14:09+00:00,"@TMobile I livestreamed an entire concert on TMobile data, not a single lag spike. #TMobile",12795,1109,193,Twitter Web App
2022-07-06 22:45:50+00:00,@TMobileHelp Considering the Magenta plan but still thinking. #TMobile,9225,1812,114,Twitter Web App
2024-01-27 09:32:55+00:00,"No dropped calls, no buffering, no drama. Just service. Finally.",28920,830,36,Twitter for iPhone
2022-10-31 08:03:05+00:00,@TMobileHelp TMobile really said 'let’s actually take care of our customers' and meant it.,49523,1997,157,Twitter for iPhone
2019-01-19 10:37:54+00:00,@TMobileHelp Airport WiFi is officially useless to me now. TMobile is faster. #T-Mobile,9304,59,235,Twitter Web App
2022-01-28 22:01:21+00:00,@TMobile Airport WiFi is officially useless to me now. TMobile is faster. #T-Mobile,29427,1884,166,Twitter for Android
2020-01-12 20:38:58+00:00,Not to be dramatic but TMobile 5G kind of changed my life.,29894,201,185,Twitter for Android
2017-06-17 23:12:22+00:00,@TMobile The real test was live streaming on the highway. TMobile passed with flying colors. #TMobile,35497,850,298,Twitter for Android
2017-09-05 13:42:43+00:00,@TMobileBusiness Finally a carrier that actually improves instead of getting worse over time 🙌 #T-Mobile,6159,50,140,Twitter for Android
2017-02-08 08:10:27+00:00,"@TMobile I livestreamed an entire concert on T-Mobile data, not a single lag spike.",38308,2054,35,Twitter for Android
2022-07-03 00:53:13+00:00,@TMobileBusiness Waiting for a reason to upgrade honestly.,19732,771,18,Twitter for Android
2017-02-24 03:48:00+00:00,"Coverage is coverage, nothing wild to report.",45739,1798,155,Twitter Web App
2021-10-15 15:45:56+00:00,@TMobileBusiness At this point my signal needs therapy. #T-Mobile,4864,1104,236,Twitter Web App
2017-05-09 06:03:32+00:00,I’m starting to think I pay my bill out of charity at this point. #TMobile,48222,1371,86,Twitter for iPhone
2015-06-19 08:56:42+00:00,@TMobileHelp Looking at my data usage like ‘interesting.’ #TMobile,18831,812,48,Twitter for Android
2018-09-18 14:44:22+00:00,@TMobileHelp My data plans have trust issues after this week. #T-Mobile,49242,1504,272,Twitter for iPhone
2021-01-30 13:05:01+00:00,"T-Mobile reminder text received, mentally noted.",29442,85,242,Twitter for Android
2016-09-11 01:27:51+00:00,T-Mobile really said 'let’s actually take care of our customers' and meant it.,3789,1078,307,Twitter Web App
2015-12-08 03:57:26+00:00,Considering international add-on for upcoming travel. #TMobile,35278,1951,126,Twitter for iPhone
2017-06-06 06:40:47+00:00,@TMobileHelp If slow internet was a sport I’d be undefeated.,27945,198,101,Twitter Web App
2023-07-29 10:17:35+00:00,"@TMobile I don't tweet much but TMobile deserves the praise, this service is crazy good.",23367,1290,185,Twitter for Android
2024-08-02 18:17:00+00:00,@TMobile Can we normalize functioning cell towers please? #TMobile,17154,1165,217,Twitter for iPhone
2016-04-21 14:24:38+00:00,"@TMobileHelp No dropped calls, no buffering, no drama. Just service. Finally.",15915,1913,43,Twitter for Android
2024-02-26 17:29:22+00:00,Debating if 5G UC really matters.,34540,142,90,Twitter Web App
2018-10-08 20:47:46+00:00,T-Mobile support answered faster than my friends do. #TMobile,19890,2447,113,Twitter for Android
2023-06-30 02:23:28+00:00,"@TMobileHelp Phone bill paid, life continues. #TMobile",25706,2033,266,Twitter for Android
2022-03-05 19:49:21+00:00,@TMobileBusiness Average carrier experience so far. #TMobile,21599,770,61,Twitter for Android
2019-02-11 05:39:33+00:00,@TMobile Hotspot carried my entire work day with zero issues. Zero.,35301,1056,98,Twitter for iPhone
2023-03-28 23:13:31+00:00,No major updates from TMobile today.,1647,1046,244,Twitter Web App
2019-04-06 15:47:42+00:00,"@TMobileHelp TMobile came in clutch, best carrier experience I’ve ever had. #TMobile",24696,976,249,Twitter for Android
2019-07-01 00:40:27+00:00,Connectivity on a spiritual level only. #T-Mobile,48533,30,179,Twitter Web App
2024-03-25 22:58:58+00:00,@TMobileBusiness Outages more common than my sleep schedule. #T-Mobile,5839,221,246,Twitter for iPhone
2017-08-12 18:28:30+00:00,Data speeds slower than plot development in a Netflix filler episode.,19397,1812,221,Twitter Web App
2023-08-24 10:19:16+00:00,@TMobile Shoutout to the TMobile tech who fixed my network in legit 3 minutes. Legend.,35173,1425,84,Twitter for iPhone
2019-10-12 11:08:26+00:00,Customer support giving me side quest energy. #TMobile,11622,1229,281,Twitter for Android
2017-08-23 10:01:44+00:00,"@TMobileBusiness I can call my mom without robot voice cutting in, praise! #T-Mobile",49162,1653,79,Twitter for Android
2020-12-12 15:27:10+00:00,"There’s fast, and then there’s TMobile 5G fast. #TMobile",4302,885,287,Twitter Web App
2015-08-31 11:33:52+00:00,@TMobile Monthly payment ✅ Service exists ✅ That’s all I check. #T-Mobile,43732,485,282,Twitter Web App
2023-07-10 03:46:53+00:00,"T-Mobile in my city is unbeatable right now, others gotta catch up. #TMobile",39506,881,240,Twitter for iPhone
